name,ages,team,play_year,country,打,投,出賽數,打席,打數,打點,得分,安打,一安,二安,三安,全壘打,壘打數,被三振,盜壘,上壘率,長打率,打擊率,雙殺打,犧短,犧飛,四壞,故四,死球,盜壘刺,滾地出局,高飛出局,滾飛出局比,盜壘率,整體攻擊指數
范迪拉0,32,中信,1997,多明尼加,右打,右投,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
莊景賀92,25,誠泰,2003,中華民國,右打,右投,15,18,16,1,3,2,1,1,0,0,3,7,1,0.222,0.188,0.125,1,0,0,2,0,0,0,5,2,2.5,1.0,0.41
莊景賀92,26,誠泰,2004,中華民國,右打,右投,30,70,62,2,5,11,10,0,0,1,14,16,2,0.25,0.226,0.177,1,2,0,4,0,2,0,25,12,2.083,1.0,0.47600000000000003
莊景賀92,27,誠泰,2005,中華民國,右打,右投,35,27,26,5,10,5,1,3,0,1,11,5,3,0.185,0.423,0.192,1,0,1,0,0,0,0,10,7,1.429,1.0,0.608
莊景賀92,28,誠泰,2006,中華民國,右打,右投,30,72,64,5,7,15,13,1,0,1,19,12,7,0.275,0.297,0.23399999999999999,0,3,1,4,0,0,0,27,14,1.929,1.0,0.5720000000000001
莊景賀92,30,統一7-ELEVEn獅,2008,中華民國,右打,右投,32,47,41,6,8,11,8,1,0,2,18,7,5,0.36200000000000004,0.439,0.268,0,0,0,5,0,1,1,16,7,2.286,0.83,0.8009999999999999
莊景賀92,31,統一7-ELEVEn獅,2009,中華民國,右打,右投,71,135,119,13,24,28,23,3,1,1,36,27,11,0.313,0.303,0.235,2,1,1,14,0,0,2,35,31,1.129,0.85,0.616
莊景賀92,32,統一7-ELEVEn獅,2010,中華民國,右打,右投,63,146,126,13,17,33,28,4,0,1,40,30,10,0.331,0.317,0.262,0,7,0,13,0,0,1,41,29,1.4140000000000001,0.91,0.648
莊景賀92,33,統一7-ELEVEn獅,2011,中華民國,右打,右投,33,67,60,8,15,17,13,3,1,0,22,12,1,0.348,0.36700000000000005,0.28300000000000003,1,1,0,5,0,1,0,17,15,1.133,1.0,0.715
莊韋恩49,23,富邦悍將,2021,中華民國,右打,右投,8,25,23,1,3,3,2,1,0,0,4,4,1,0.13,0.174,0.13,1,2,0,0,0,0,0,12,6,2.0,1.0,0.304
莊駿凱59,24,統一7-ELEVEn獅,2015,中華民國,右打,右投,5,14,13,2,1,2,2,0,0,0,2,3,0,0.214,0.154,0.154,1,0,0,1,0,0,0,5,3,1.6669999999999998,0.0,0.368
莊駿凱59,25,統一7-ELEVEn獅,2016,中華民國,右打,右投,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
莊駿凱59,26,統一7-ELEVEn獅,2017,中華民國,右打,右投,32,81,71,3,7,12,8,4,0,0,16,19,0,0.203,0.225,0.16899999999999998,0,7,0,3,0,0,0,24,23,1.043,0.0,0.428
莊駿凱59,27,統一7-ELEVEn獅,2018,中華民國,右打,右投,47,123,111,8,18,30,27,3,0,0,33,25,2,0.319,0.297,0.27,2,4,0,7,0,1,2,30,29,1.034,0.5,0.616
莊駿凱59,28,統一7-ELEVEn獅,2019,中華民國,右打,右投,38,84,76,5,12,19,15,3,0,1,25,13,3,0.29600000000000004,0.32899999999999996,0.25,2,3,0,4,0,1,1,23,24,0.958,0.75,0.625
華盛頓14,31,統一7-ELEVEn獅,2009,美國,左打,右投,19,86,74,12,17,22,16,3,0,3,34,4,3,0.376,0.45899999999999996,0.297,2,0,1,7,0,3,4,26,24,1.083,0.43,0.835
萬德祥11,25,統一7-ELEVEn獅,2007,中華民國,左打,左投,14,32,31,1,1,6,5,1,0,0,7,4,0,0.21899999999999997,0.226,0.19399999999999998,1,0,0,1,0,0,0,12,9,1.3330000000000002,0.0,0.445
葉君璋27,24,味全龍,1996,中華民國,右打,右投,72,236,221,24,31,59,52,5,1,1,69,32,5,0.299,0.312,0.267,5,5,0,8,0,2,5,102,33,3.091,0.5,0.611
葉君璋27,25,味全龍,1997,中華民國,右打,右投,96,390,358,24,34,71,60,11,0,0,82,65,10,0.24,0.22899999999999998,0.198,7,11,1,15,0,5,5,166,68,2.441,0.67,0.469
葉君璋27,26,味全龍,1998,中華民國,右打,右投,101,359,308,25,27,60,48,10,1,1,75,71,3,0.27,0.244,0.195,8,15,3,28,0,5,7,129,66,1.955,0.3,0.514
葉君璋27,27,味全龍,1999,中華民國,右打,右投,91,324,287,29,34,74,64,8,2,0,86,53,8,0.31,0.3,0.258,10,10,3,13,1,10,2,120,53,2.2640000000000002,0.8,0.61
葉君璋27,28,興農,2000,中華民國,右打,右投,85,298,273,22,28,72,62,10,0,0,82,41,2,0.316,0.3,0.264,6,4,0,17,0,4,4,94,70,1.3430000000000002,0.33,0.616
葉君璋27,29,興農,2001,中華民國,右打,右投,88,329,304,25,30,77,66,9,1,1,91,35,2,0.293,0.299,0.253,15,8,0,15,0,2,1,132,68,1.9409999999999998,0.67,0.5920000000000001
葉君璋27,30,興農,2002,中華民國,右打,右投,85,313,278,18,28,59,44,13,1,1,77,44,1,0.273,0.27699999999999997,0.212,11,8,2,21,1,3,1,105,80,1.3130000000000002,0.5,0.55
葉君璋27,31,興農,2003,中華民國,右打,右投,81,286,249,29,22,64,57,6,1,0,72,41,1,0.33,0.289,0.257,5,7,2,17,0,11,2,88,65,1.354,0.33,0.619
葉君璋27,32,興農,2004,中華民國,右打,右投,77,233,202,12,22,45,43,2,0,0,47,44,0,0.307,0.233,0.223,3,5,1,21,0,4,1,81,38,2.1319999999999997,0.0,0.54
葉君璋27,33,興農,2005,中華民國,右打,右投,101,346,321,20,28,68,56,11,0,1,82,70,1,0.24,0.255,0.212,6,12,0,7,1,5,2,126,69,1.8259999999999998,0.33,0.495
葉君璋27,34,興農,2006,中華民國,右打,右投,100,341,303,32,22,75,63,11,1,0,88,38,0,0.287,0.29,0.248,15,17,3,12,0,6,1,128,82,1.561,0.0,0.5770000000000001
葉君璋27,35,興農,2007,中華民國,右打,右投,69,237,218,20,19,53,43,8,1,1,66,33,1,0.284,0.303,0.243,2,5,1,6,0,7,2,91,46,1.9780000000000002,0.33,0.5870000000000001
葉君璋27,36,興農,2008,中華民國,右打,右投,97,337,311,26,26,70,58,11,1,0,83,32,2,0.271,0.267,0.225,14,5,1,20,0,0,3,128,87,1.4709999999999999,0.4,0.5379999999999999
葉君璋27,37,興農,2009,中華民國,右打,右投,92,290,262,26,32,61,50,10,1,0,73,42,0,0.284,0.27899999999999997,0.233,7,8,1,17,0,2,0,99,69,1.435,0.0,0.563
葉君璋27,38,兄弟,2010,中華民國,右打,右投,67,188,168,9,13,31,26,4,1,0,37,32,0,0.24,0.22,0.185,5,5,2,10,0,3,2,75,37,2.0269999999999997,0.0,0.46
葉君璋27,39,兄弟,2011,中華民國,右打,右投,67,146,124,14,8,22,21,1,0,0,23,18,0,0.226,0.185,0.177,7,13,1,7,0,1,0,76,22,3.455,0.0,0.41100000000000003
葉成龍0,27,第一,2003,中華民國,右打,右投,63,156,142,17,10,32,23,7,1,1,44,31,0,0.282,0.31,0.225,2,0,2,10,0,2,1,45,36,1.25,0.0,0.5920000000000001
葉泳麟0,23,興農,1998,中華民國,右打,右投,6,6,6,0,0,1,1,0,0,0,1,5,0,0.16699999999999998,0.16699999999999998,0.16699999999999998,0,0,0,0,0,0,0,0,0,0.0,0.0,0.33399999999999996
葉泳麟0,24,興農,1999,中華民國,右打,右投,7,19,17,3,0,4,2,2,0,0,6,5,0,0.278,0.353,0.235,0,1,0,1,0,0,1,8,1,8.0,0.0,0.631
葉竹軒45,24,Lamigo,2011,中華民國,右打,右投,37,83,68,8,9,11,7,3,0,1,17,21,3,0.293,0.25,0.162,1,1,1,13,0,0,0,18,20,0.9,1.0,0.5429999999999999
葉竹軒45,25,Lamigo,2012,中華民國,右打,右投,74,244,200,36,45,60,38,11,4,7,100,46,14,0.39299999999999996,0.5,0.3,4,5,5,31,0,3,6,45,59,0.763,0.7,0.893
葉竹軒45,26,Lamigo,2013,中華民國,右打,右投,78,182,154,23,18,42,33,6,3,0,54,44,9,0.345,0.35100000000000003,0.273,2,7,2,14,1,4,5,31,45,0.6890000000000001,0.64,0.696
葉竹軒45,27,Lamigo,2014,中華民國,右打,右投,61,107,98,4,15,21,11,10,0,0,31,29,10,0.264,0.316,0.214,2,1,1,7,0,0,1,22,28,0.7859999999999999,0.91,0.58
葉竹軒45,28,Lamigo,2015,中華民國,右打,右投,9,10,10,0,3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,2,1.5,0.0,0.0
葉竹軒45,29,Lamigo,2016,中華民國,右打,右投,35,98,87,5,15,19,16,3,0,0,22,20,5,0.292,0.253,0.218,1,2,0,9,0,0,0,21,29,0.7240000000000001,1.0,0.545
葉竹軒45,30,Lamigo,2017,中華民國,右打,右投,34,55,43,4,6,11,10,1,0,0,12,11,3,0.418,0.27899999999999997,0.256,0,0,0,11,0,1,0,10,11,0.909,1.0,0.6970000000000001
葉竹軒45,31,Lamigo,2018,中華民國,右打,右投,3,4,4,0,1,1,1,0,0,0,1,2,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,1,0.0,0.0,0.5
葉竹軒45,32,Lamigo,2019,中華民國,右打,右投,13,28,24,2,2,6,4,1,0,1,10,5,2,0.33299999999999996,0.41700000000000004,0.25,1,1,0,3,0,0,0,7,7,1.0,1.0,0.75
葉竹軒45,33,樂天桃猿,2020,中華民國,右打,右投,6,6,5,0,1,0,0,0,0,0,0,2,1,0.16699999999999998,0.0,0.0,0,0,0,1,0,0,0,2,1,2.0,1.0,0.16699999999999998
葉竹軒45,34,富邦悍將,2021,中華民國,右打,右投,22,64,53,6,12,18,14,4,0,0,22,12,0,0.42200000000000004,0.415,0.34,2,0,2,9,0,0,1,13,12,1.083,0.0,0.8370000000000001
葉長龍13,24,中信,2004,中華民國,左打,左投,27,30,27,2,1,3,3,0,0,0,3,9,2,0.172,0.111,0.111,0,1,0,2,0,0,2,10,6,1.6669999999999998,0.5,0.28300000000000003
葉長龍13,25,中信,2005,中華民國,左打,左投,55,39,35,0,14,6,6,0,0,0,6,7,6,0.256,0.171,0.171,0,0,0,4,0,0,3,13,9,1.444,0.67,0.42700000000000005
葉長龍13,26,中信,2006,中華民國,左打,左投,48,126,113,13,13,31,28,3,0,0,34,21,0,0.32799999999999996,0.301,0.27399999999999997,1,3,0,8,0,1,2,41,23,1.7830000000000001,0.0,0.629
葉長龍13,27,中信,2007,中華民國,左打,左投,74,154,140,11,25,29,22,5,0,2,40,24,2,0.253,0.28600000000000003,0.207,5,4,1,7,0,2,2,60,32,1.875,0.5,0.539
葉長龍13,28,中信,2008,中華民國,左打,左投,37,99,89,6,8,22,21,1,0,0,23,15,0,0.287,0.258,0.247,2,5,0,5,0,0,0,38,19,2.0,0.0,0.545
葉高泉41,22,統一7-ELEVEn獅,2002,中華民國,右打,右投,3,3,3,0,1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
葉高泉41,24,統一7-ELEVEn獅,2004,中華民國,右打,右投,1,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0
葉高泉41,25,統一7-ELEVEn獅,2005,中華民國,右打,右投,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
葉高立0,22,興農,1998,中華民國,右打,右投,5,4,4,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0
葉高立0,23,興農,1999,中華民國,右打,右投,25,45,44,2,6,5,3,2,0,0,7,18,0,0.133,0.159,0.114,1,0,0,1,0,0,0,11,10,1.1,0.0,0.292
葛來克0,32,中信,1997,美國,右打,右投,6,23,20,0,1,2,2,0,0,0,2,7,0,0.217,0.1,0.1,1,0,0,3,0,0,0,7,3,2.333,0.0,0.317
葛雷諾0,27,兄弟,1993,多明尼加,左打,右投,88,368,328,39,48,96,69,19,2,6,137,31,14,0.33899999999999997,0.418,0.293,5,8,6,22,0,4,8,113,102,1.1079999999999999,0.64,0.757
葛雷諾0,28,兄弟,1994,多明尼加,左打,右投,86,388,354,53,70,120,73,27,7,13,200,31,13,0.369,0.565,0.33899999999999997,5,9,4,18,2,1,7,105,111,0.946,0.65,0.934
葛雷諾0,29,兄弟,1995,多明尼加,左打,右投,70,299,278,25,39,89,70,13,2,4,118,19,7,0.358,0.424,0.32,7,3,1,16,0,1,1,78,96,0.813,0.88,0.782
葛雷諾0,30,兄弟,1996,多明尼加,左打,右投,85,348,314,47,47,113,77,27,2,7,165,32,8,0.392,0.525,0.36,6,10,4,17,1,2,4,96,87,1.103,0.67,0.917
董子浩3,21,Lamigo,2017,中華民國,左打,右投,2,2,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
董子浩3,25,樂天桃猿,2021,中華民國,左打,右投,2,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0
董永興0,27,兄弟,1995,中華民國,右打,右投,35,68,61,5,7,10,6,4,0,0,14,16,0,0.25,0.23,0.16399999999999998,3,0,0,7,0,0,0,23,12,1.9169999999999998,0.0,0.48
董永興0,28,兄弟,1996,中華民國,右打,右投,54,146,132,12,15,27,21,5,0,1,35,29,2,0.264,0.265,0.205,3,2,1,9,0,2,2,55,24,2.292,0.5,0.529
董永興0,29,兄弟,1997,中華民國,右打,右投,85,324,290,28,26,64,53,11,0,0,75,40,2,0.27899999999999997,0.259,0.221,8,9,1,21,0,3,6,143,50,2.86,0.25,0.5379999999999999
董永興0,30,兄弟,1998,中華民國,右打,右投,32,80,71,7,7,19,15,4,0,0,23,15,1,0.342,0.324,0.268,2,1,0,7,0,1,1,28,10,2.8,0.5,0.6659999999999999
蒲慶哲0,23,兄弟,1999,中華民國,右打,右投,6,9,9,0,0,3,3,0,0,0,3,1,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0,0,0,0,0,0,1,3,2,1.5,0.0,0.6659999999999999
蒲慶哲0,24,兄弟,2000,中華民國,右打,右投,3,2,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0
蓋達0,34,統一7-ELEVEn獅,2005,多明尼加,右打,右投,44,186,146,38,27,47,24,8,0,15,100,30,2,0.442,0.685,0.322,5,0,2,29,5,4,2,37,34,1.088,0.5,1.127
蔡友達58,25,義大,2015,中華民國,右打,右投,1,1,1,0,1,1,0,1,0,0,2,0,0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0
蔡友達58,26,義大,2016,中華民國,右打,右投,18,34,32,5,7,8,5,2,0,1,13,15,0,0.294,0.406,0.25,0,0,0,2,0,0,0,3,6,0.5,0.0,0.7
蔡友達58,27,富邦悍將,2017,中華民國,右打,右投,37,94,86,5,6,14,12,1,0,1,18,26,0,0.2,0.209,0.163,4,4,0,4,0,0,0,33,17,1.9409999999999998,0.0,0.409
蔡友達58,28,富邦悍將,2018,中華民國,右打,右投,24,76,70,5,6,19,12,7,0,0,26,22,1,0.264,0.371,0.271,3,4,2,0,0,0,0,15,17,0.882,1.0,0.635
蔡友達58,29,富邦悍將,2019,中華民國,右打,右投,3,12,11,0,0,1,1,0,0,0,1,3,0,0.16699999999999998,0.091,0.091,1,0,0,0,0,1,0,3,4,0.75,0.0,0.258
蔡士凡34,27,第一,2003,中華民國,右打,右投,17,44,38,3,3,7,5,1,0,1,11,7,0,0.295,0.289,0.184,0,0,0,6,0,0,1,7,17,0.41200000000000003,0.0,0.584
蔡士凡34,28,中信,2004,中華民國,右打,右投,9,11,9,1,1,2,2,0,0,0,2,2,0,0.364,0.222,0.222,0,0,0,2,0,0,0,3,2,1.5,0.0,0.586
蔡士凡34,29,中信,2005,中華民國,右打,右投,6,6,5,0,0,0,0,0,0,0,0,1,0,0.16699999999999998,0.0,0.0,1,0,0,1,0,0,0,3,1,3.0,0.0,0.16699999999999998
蔡奕玄38,22,統一7-ELEVEn獅,2016,中華民國,右打,右投,3,8,8,1,1,2,2,0,0,0,2,0,0,0.25,0.25,0.25,1,0,0,0,0,0,0,1,5,0.2,0.0,0.5
蔡奕玄38,23,統一7-ELEVEn獅,2017,中華民國,右打,右投,21,35,32,2,4,5,2,3,0,0,8,9,0,0.22899999999999998,0.25,0.156,3,0,0,2,0,1,0,9,9,1.0,0.0,0.479
蔡奕玄38,24,統一7-ELEVEn獅,2018,中華民國,右打,右投,1,3,2,0,1,0,0,0,0,0,0,1,0,0.33299999999999996,0.0,0.0,1,0,0,0,0,1,0,1,0,0.0,0.0,0.33299999999999996
蔡奕玄38,25,統一7-ELEVEn獅,2019,中華民國,右打,右投,18,38,33,3,4,6,5,0,0,1,9,9,1,0.243,0.273,0.182,1,1,1,3,0,0,2,10,10,1.0,0.33,0.516
蔡奕玄38,26,統一7-ELEVEn獅,2020,中華民國,右打,右投,6,12,8,1,2,3,3,0,0,0,3,1,0,0.545,0.375,0.375,0,1,0,3,0,0,0,2,3,0.667,0.0,0.92
蔡宗佑15,25,Lamigo,2007,中華民國,右打,右投,15,34,29,1,6,4,4,0,0,0,4,1,0,0.19399999999999998,0.138,0.138,3,3,0,2,0,0,0,17,10,1.7,0.0,0.332
蔡宗佑15,26,Lamigo,2008,中華民國,右打,右投,44,84,71,8,9,17,16,1,0,0,18,7,1,0.313,0.254,0.239,6,4,1,8,0,0,2,40,12,3.333,0.33,0.5670000000000001
蔡宗佑15,27,Lamigo,2009,中華民國,右打,右投,57,134,115,16,21,31,25,6,0,0,37,15,2,0.35100000000000003,0.322,0.27,5,3,1,14,0,1,0,50,23,2.174,1.0,0.6729999999999999
蔡建偉25,24,Lamigo,2004,中華民國,左打,左投,72,240,210,15,33,48,36,5,6,1,68,49,7,0.285,0.324,0.22899999999999998,5,12,1,14,0,3,4,86,40,2.15,0.64,0.609
蔡建偉25,25,Lamigo,2005,中華民國,左打,左投,75,224,198,17,23,50,40,7,1,2,65,38,6,0.33,0.32799999999999996,0.253,3,3,0,21,0,2,3,81,32,2.531,0.67,0.6579999999999999
蔡建偉25,26,Lamigo,2006,中華民國,左打,左投,91,322,275,30,37,74,58,11,3,2,97,47,2,0.342,0.353,0.26899999999999996,6,11,3,24,1,8,2,110,58,1.8969999999999998,0.5,0.695
蔡建偉25,27,Lamigo,2007,中華民國,左打,左投,75,229,201,18,27,51,40,6,4,1,68,47,4,0.336,0.33799999999999997,0.254,6,3,0,23,0,2,1,64,42,1.524,0.8,0.674
蔡建偉25,28,Lamigo,2008,中華民國,左打,左投,89,305,262,17,43,78,58,16,3,1,103,48,3,0.387,0.39299999999999996,0.298,7,2,1,37,1,2,3,86,53,1.6230000000000002,0.5,0.78
蔡建偉25,29,Lamigo,2009,中華民國,左打,左投,89,229,190,28,31,42,28,10,3,1,61,38,2,0.33799999999999997,0.321,0.221,4,4,1,27,0,7,2,75,40,1.875,0.5,0.659
蔡建偉25,30,Lamigo,2010,中華民國,左打,左投,65,186,141,17,22,35,21,10,4,0,53,31,0,0.384,0.376,0.248,1,9,3,31,0,2,2,46,41,1.122,0.0,0.76
蔡建偉25,31,Lamigo,2011,中華民國,左打,左投,94,356,307,40,43,87,60,18,5,4,127,49,3,0.36200000000000004,0.414,0.28300000000000003,5,8,2,28,0,11,1,110,71,1.5490000000000002,0.75,0.7759999999999999
蔡建偉25,32,Lamigo,2012,中華民國,左打,左投,39,97,82,10,4,15,11,3,1,0,20,26,2,0.287,0.244,0.183,1,3,0,7,0,5,0,25,19,1.3159999999999998,1.0,0.531
蔡建偉25,33,Lamigo,2013,中華民國,左打,左投,14,14,12,1,2,1,1,0,0,0,1,6,0,0.14300000000000002,0.083,0.083,0,0,1,1,0,0,0,1,5,0.2,0.0,0.226
蔡建偉25,34,Lamigo,2014,中華民國,左打,左投,41,90,79,11,12,21,14,5,1,1,31,16,1,0.33,0.392,0.266,3,2,1,8,0,0,0,24,21,1.143,1.0,0.722
蔡建偉25,35,Lamigo,2015,中華民國,左打,左投,48,107,93,13,12,22,15,5,1,1,32,19,0,0.33,0.344,0.237,2,1,0,13,0,0,0,28,25,1.12,0.0,0.674
蔡昆祥25,23,味全龍,1997,中華民國,右打,右投,81,240,210,16,23,50,42,6,2,0,60,61,3,0.312,0.28600000000000003,0.23800000000000002,4,6,1,18,0,5,7,80,26,3.077,0.3,0.598
蔡昆祥25,24,味全龍,1998,中華民國,右打,右投,104,406,349,44,46,102,88,9,4,1,122,67,13,0.365,0.35,0.292,5,11,4,36,0,6,12,129,66,1.955,0.52,0.715
蔡昆祥25,25,味全龍,1999,中華民國,右打,右投,92,400,352,29,53,77,60,15,0,2,98,61,12,0.29600000000000004,0.278,0.21899999999999997,8,2,5,30,0,11,5,126,94,1.34,0.71,0.574
蔡昆祥25,26,統一7-ELEVEn獅,2000,中華民國,右打,右投,71,215,195,12,16,52,36,11,3,2,75,35,3,0.298,0.385,0.267,2,10,1,7,0,2,3,71,48,1.479,0.5,0.6829999999999999
蔡昆祥25,27,統一7-ELEVEn獅,2001,中華民國,右打,右投,72,173,150,18,19,42,32,8,0,2,56,19,5,0.355,0.373,0.28,2,1,3,17,0,2,3,56,37,1.514,0.63,0.728
蔡昆祥25,28,統一7-ELEVEn獅,2002,中華民國,右打,右投,59,145,128,13,13,24,22,2,0,0,26,27,1,0.262,0.203,0.188,4,4,0,12,0,1,2,54,27,2.0,0.33,0.465
蔡昆祥25,29,中信,2003,中華民國,右打,右投,79,198,178,23,19,41,32,6,1,2,55,27,0,0.255,0.309,0.23,6,10,3,6,0,1,0,79,44,1.795,0.0,0.564
蔡昆祥25,30,中信,2004,中華民國,右打,右投,67,187,160,18,12,32,23,8,0,1,43,35,3,0.272,0.26899999999999996,0.2,7,7,3,14,0,3,3,57,46,1.239,0.5,0.541
蔡昆祥25,31,中信,2005,中華民國,右打,右投,70,147,138,13,14,26,19,3,3,1,38,32,1,0.217,0.275,0.188,4,4,0,4,0,1,3,53,31,1.71,0.25,0.49200000000000005
蔡明宏0,28,時報,1994,中華民國,右打,右投,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
蔡明覺37,24,兄弟,2011,中華民國,右打,右投,46,78,68,4,3,14,14,0,0,0,14,9,2,0.27,0.20600000000000002,0.20600000000000002,0,4,0,5,0,1,1,33,16,2.063,0.67,0.47600000000000003
蔡明覺37,25,兄弟,2012,中華民國,右打,右投,41,72,64,7,9,20,17,2,0,1,25,18,3,0.348,0.391,0.313,1,3,1,4,0,0,1,19,11,1.7269999999999999,0.75,0.7390000000000001
蔡明覺37,26,兄弟,2013,中華民國,右打,右投,71,172,155,10,14,30,24,6,0,0,36,28,1,0.23199999999999998,0.23199999999999998,0.19399999999999998,4,4,4,7,0,2,0,60,45,1.3330000000000002,1.0,0.46399999999999997
蔡明覺37,27,中信兄弟,2014,中華民國,右打,右投,12,27,23,1,3,7,4,3,0,0,10,4,1,0.40700000000000003,0.435,0.304,1,0,0,2,0,2,0,8,4,2.0,1.0,0.8420000000000001
蔡明覺37,28,中信兄弟,2015,中華民國,右打,右投,9,16,14,2,3,3,3,0,0,0,3,2,1,0.313,0.214,0.214,0,0,0,1,0,1,1,7,2,3.5,0.5,0.527
蔡昱詳1,34,第一,2003,中華民國,左打,左投,87,294,263,37,31,72,50,16,0,6,106,48,2,0.336,0.40299999999999997,0.27399999999999997,12,1,1,22,4,3,3,84,61,1.3769999999999998,0.4,0.7390000000000001
蔡昱詳1,35,Lamigo,2004,中華民國,左打,左投,54,155,139,17,8,32,28,3,0,1,38,25,3,0.28800000000000003,0.273,0.23,3,1,2,11,1,1,0,51,34,1.5,1.0,0.561
蔡森夫25,26,義大,2013,中華民國,右打,右投,25,49,45,4,5,8,5,3,0,0,11,10,0,0.22399999999999998,0.244,0.17800000000000002,1,0,1,3,0,0,0,11,17,0.647,0.0,0.46799999999999997
蔡生豐0,28,三商,1991,中華民國,右打,右投,84,306,263,19,40,61,46,10,1,4,85,47,8,0.326,0.32299999999999995,0.23199999999999998,2,5,1,36,0,1,4,107,54,1.9809999999999999,0.67,0.649
蔡生豐0,29,三商,1992,中華民國,右打,右投,86,330,284,17,38,65,49,13,2,1,85,45,21,0.307,0.299,0.22899999999999998,4,11,2,26,0,7,6,108,79,1.367,0.78,0.606
蔡生豐0,30,三商,1993,中華民國,右打,右投,68,205,180,10,14,37,28,8,0,1,48,28,3,0.271,0.267,0.20600000000000002,3,6,2,14,0,3,3,74,49,1.51,0.5,0.5379999999999999
蔡生豐0,31,三商,1994,中華民國,右打,右投,84,262,222,10,28,34,28,3,1,2,45,42,9,0.248,0.203,0.153,4,11,0,27,0,1,6,99,58,1.7069999999999999,0.6,0.451
蔡生豐0,32,三商,1995,中華民國,右打,右投,59,180,144,7,17,23,18,3,1,1,31,28,5,0.284,0.215,0.16,2,11,0,24,0,1,3,74,30,2.467,0.63,0.499
蔡生豐0,33,三商,1996,中華民國,右打,右投,39,99,79,8,8,17,13,3,0,1,23,24,0,0.32299999999999995,0.29100000000000004,0.215,1,6,1,12,0,1,0,33,12,2.75,0.0,0.614
蔡益民55,25,中信兄弟,2015,中華民國,左打,左投,3,4,4,0,0,1,1,0,0,0,1,3,0,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0.0,0.0,0.5
蔡豐安6,22,三商,1997,中華民國,右打,右投,26,42,39,0,1,3,2,1,0,0,4,14,2,0.122,0.10300000000000001,0.077,0,1,0,2,0,0,0,14,9,1.556,1.0,0.225
蔡豐安6,23,三商,1998,中華民國,右打,右投,77,217,206,25,20,46,32,8,1,5,71,71,1,0.25,0.345,0.223,1,1,2,5,0,3,3,54,38,1.421,0.25,0.595
蔡豐安6,24,三商,1999,中華民國,右打,右投,71,208,191,18,12,43,35,6,0,2,55,47,2,0.27899999999999997,0.28800000000000003,0.225,1,0,2,8,0,7,2,50,53,0.943,0.5,0.5670000000000001
蔡豐安6,25,兄弟,2000,中華民國,右打,右投,84,336,288,39,41,66,47,8,2,9,105,66,2,0.321,0.365,0.22899999999999998,4,6,2,29,0,11,1,82,82,1.0,0.67,0.6859999999999999
蔡豐安6,26,兄弟,2001,中華民國,右打,右投,82,313,281,35,38,80,54,18,2,6,120,59,8,0.32899999999999996,0.42700000000000005,0.285,4,8,3,14,1,6,2,74,79,0.937,0.8,0.7559999999999999
蔡豐安6,27,兄弟,2002,中華民國,右打,右投,89,375,340,84,58,100,63,15,1,21,180,81,3,0.336,0.529,0.294,9,2,5,19,4,5,3,73,93,0.785,0.5,0.865
蔡豐安6,28,兄弟,2003,中華民國,右打,右投,100,430,392,74,54,111,81,17,2,11,165,76,8,0.325,0.42100000000000004,0.28300000000000003,11,4,5,18,2,9,4,95,119,0.7979999999999999,0.67,0.746
蔡豐安6,29,兄弟,2004,中華民國,右打,右投,69,268,231,41,28,60,39,11,1,9,100,45,5,0.33,0.433,0.26,4,4,6,21,0,6,4,71,65,1.092,0.56,0.763
蔡豐安6,30,兄弟,2005,中華民國,右打,右投,90,344,304,33,36,85,64,17,0,4,114,40,5,0.34,0.375,0.28,9,7,2,21,2,8,2,90,98,0.9179999999999999,0.71,0.715
蔡豐安6,31,兄弟,2006,中華民國,右打,右投,35,144,124,20,16,33,23,3,3,4,54,26,0,0.32899999999999996,0.435,0.266,3,4,3,10,0,3,0,32,40,0.8,0.0,0.764
