name,age,team,play_year,country,打,投,守備位置,出賽數,守備機會,刺殺,助殺,失誤,雙殺,三殺,守備率
王金勇3,31,兄弟,2006,中華民國,右打,右投,一壘手,34,295,272,20,3,24,0,0.99
王金勇3,32,兄弟,2007,中華民國,右打,右投,三壘手,46,111,27,72,12,6,0,0.892
王金勇3,32,兄弟,2007,中華民國,右打,右投,一壘手,24,166,151,13,2,16,0,0.988
王金勇3,33,兄弟,2008,中華民國,右打,右投,一壘手,41,324,301,20,3,34,0,0.991
王金勇3,34,兄弟,2009,中華民國,右打,右投,一壘手,44,359,331,22,6,44,0,0.983
王金勇3,35,兄弟,2010,中華民國,右打,右投,一壘手,10,51,48,3,0,9,0,1.0
王金勇3,35,兄弟,2010,中華民國,右打,右投,三壘手,2,0,0,0,0,0,0,0.0
瑞克0,26,統一7-ELEVEn獅,1990,美國,左打,左投,一壘手,78,759,686,62,11,60,1,0.986
瑞克0,26,統一7-ELEVEn獅,1990,美國,左打,左投,外野手,7,7,7,0,0,0,0,1.0
田顯明35,28,兄弟,2006,中華民國,右打,右投,一壘手,20,166,157,8,1,21,0,0.9940000000000001
田顯明35,29,兄弟,2007,中華民國,右打,右投,投手,9,2,1,1,0,0,0,1.0
申皓瑋29,20,富邦悍將,2017,中華民國,右打,右投,外野手,32,63,61,1,1,0,0,0.9840000000000001
申皓瑋29,21,富邦悍將,2018,中華民國,右打,右投,外野手,44,108,100,3,5,1,0,0.9540000000000001
申皓瑋29,22,富邦悍將,2019,中華民國,右打,右投,外野手,27,38,37,0,1,0,0,0.9740000000000001
申皓瑋29,23,富邦悍將,2020,中華民國,右打,右投,外野手,80,148,144,2,2,1,0,0.986
申皓瑋29,24,富邦悍將,2021,中華民國,右打,右投,外野手,34,53,52,1,0,0,0,1.0
白昆弘0,23,俊國,1993,中華民國,右打,右投,捕手,88,518,439,76,3,6,0,0.9940000000000001
白昆弘0,23,俊國,1993,中華民國,右打,右投,二壘手,1,0,0,0,0,0,0,0.0
白昆弘0,24,俊國,1994,中華民國,右打,右投,捕手,87,567,522,41,4,1,0,0.993
白昆弘0,25,俊國,1995,中華民國,右打,右投,捕手,96,480,429,38,13,8,0,0.973
白昆弘0,26,興農,1996,中華民國,右打,右投,捕手,88,423,387,26,10,5,0,0.976
白昆弘0,27,時報,1997,中華民國,右打,右投,捕手,42,271,251,14,6,3,0,0.978
白昆弘0,27,興農,1997,中華民國,右打,右投,捕手,34,232,199,29,4,1,0,0.983
百吉0,31,三商,1999,美國,右打,右投,外野手,28,43,37,4,2,1,0,0.953
百樂0,28,中信,1999,多明尼加,左右開弓,右投,游擊手,86,433,148,255,30,54,0,0.9309999999999999
百樂0,28,中信,1999,多明尼加,左右開弓,右投,三壘手,7,17,5,12,0,2,0,1.0
百樂0,28,中信,1999,多明尼加,左右開弓,右投,二壘手,1,4,1,3,0,0,0,1.0
百樂0,28,中信,1999,多明尼加,左右開弓,右投,外野手,1,2,2,0,0,0,0,1.0
百漢0,30,三商,1991,美國,左右開弓,右投,外野手,23,50,47,2,1,1,0,0.98
百漢0,30,三商,1991,美國,左右開弓,右投,二壘手,21,117,56,59,2,18,0,0.983
百漢0,30,三商,1991,美國,左右開弓,右投,三壘手,9,14,5,9,0,0,0,1.0
百漢0,30,三商,1991,美國,左右開弓,右投,游擊手,4,20,6,10,4,1,0,0.8
皮諾0,26,統一7-ELEVEn獅,1990,美國,右打,右投,游擊手,11,57,19,33,5,6,0,0.912
盧詩清0,24,味全龍,1999,中華民國,右打,右投,二壘手,5,17,3,11,3,1,0,0.8240000000000001
矢野和哉0,31,時報,1993,日本,左打,左投,投手,7,6,0,5,1,0,0,0.833
石彥緯30,24,Lamigo,2005,中華民國,右打,右投,外野手,2,3,3,0,0,0,0,1.0
石彥緯30,25,Lamigo,2006,中華民國,右打,右投,外野手,6,8,6,0,2,0,0,0.75
石彥緯30,26,Lamigo,2007,中華民國,右打,右投,外野手,11,11,11,0,0,0,0,1.0
石彥緯30,27,Lamigo,2008,中華民國,右打,右投,外野手,14,17,17,0,0,0,0,1.0
石彥緯30,28,Lamigo,2009,中華民國,右打,右投,外野手,6,3,3,0,0,0,0,1.0
石彥緯30,29,Lamigo,2010,中華民國,右打,右投,外野手,76,146,142,2,2,0,0,0.986
石彥緯30,30,兄弟,2011,中華民國,右打,右投,外野手,27,23,22,0,1,0,0,0.9570000000000001
石彥緯30,31,兄弟,2012,中華民國,右打,右投,外野手,12,20,18,1,1,0,0,0.95
石彥緯30,32,兄弟,2013,中華民國,右打,右投,外野手,5,15,13,1,1,0,0,0.9329999999999999
石志偉6,27,Lamigo,2004,中華民國,右打,右投,二壘手,73,412,172,233,7,36,0,0.983
石志偉6,27,Lamigo,2004,中華民國,右打,右投,三壘手,32,96,23,64,9,4,0,0.9059999999999999
石志偉6,27,Lamigo,2004,中華民國,右打,右投,游擊手,2,2,1,1,0,0,0,1.0
石志偉6,28,Lamigo,2005,中華民國,右打,右投,二壘手,52,317,134,175,8,39,0,0.975
石志偉6,28,Lamigo,2005,中華民國,右打,右投,游擊手,48,266,82,173,11,29,0,0.9590000000000001
石志偉6,28,Lamigo,2005,中華民國,右打,右投,外野手,1,1,1,0,0,0,0,1.0
石志偉6,29,Lamigo,2006,中華民國,右打,右投,三壘手,72,184,35,139,10,9,0,0.946
石志偉6,29,Lamigo,2006,中華民國,右打,右投,二壘手,46,255,110,137,8,22,0,0.9690000000000001
石志偉6,29,Lamigo,2006,中華民國,右打,右投,游擊手,1,5,2,3,0,0,0,1.0
石志偉6,30,Lamigo,2007,中華民國,右打,右投,三壘手,74,189,47,130,12,19,0,0.937
石志偉6,30,Lamigo,2007,中華民國,右打,右投,游擊手,18,97,33,59,5,14,0,0.948
石志偉6,30,Lamigo,2007,中華民國,右打,右投,二壘手,14,61,23,38,0,10,0,1.0
石志偉6,31,Lamigo,2008,中華民國,右打,右投,三壘手,84,205,51,142,12,9,0,0.941
石志偉6,31,Lamigo,2008,中華民國,右打,右投,游擊手,23,91,26,64,1,10,0,0.9890000000000001
石志偉6,31,Lamigo,2008,中華民國,右打,右投,二壘手,1,0,0,0,0,0,0,0.0
石志偉6,32,Lamigo,2009,中華民國,右打,右投,三壘手,98,197,48,132,17,19,0,0.914
石志偉6,32,Lamigo,2009,中華民國,右打,右投,游擊手,7,26,13,13,0,2,0,1.0
石志偉6,32,Lamigo,2009,中華民國,右打,右投,二壘手,1,0,0,0,0,0,0,0.0
石志偉6,33,Lamigo,2010,中華民國,右打,右投,一壘手,28,266,245,21,0,22,0,1.0
石志偉6,33,Lamigo,2010,中華民國,右打,右投,三壘手,7,9,4,4,1,0,0,0.889
石志偉6,33,Lamigo,2010,中華民國,右打,右投,二壘手,1,6,3,3,0,2,0,1.0
石志偉6,34,Lamigo,2011,中華民國,右打,右投,一壘手,82,713,673,37,3,69,0,0.996
石志偉6,34,Lamigo,2011,中華民國,右打,右投,三壘手,3,6,1,5,0,0,0,1.0
石志偉6,35,Lamigo,2012,中華民國,右打,右投,一壘手,82,695,663,28,4,61,0,0.9940000000000001
石志偉6,36,Lamigo,2013,中華民國,右打,右投,一壘手,23,77,73,4,0,3,0,1.0
石志偉6,37,Lamigo,2014,中華民國,右打,右投,三壘手,7,7,2,5,0,1,0,1.0
石志偉6,37,Lamigo,2014,中華民國,右打,右投,一壘手,6,30,28,2,0,3,0,1.0
石志偉6,37,Lamigo,2014,中華民國,右打,右投,游擊手,1,0,0,0,0,0,0,0.0
石翔宇72,20,義大,2016,中華民國,右打,右投,游擊手,11,33,14,17,2,5,0,0.9390000000000001
石翔宇72,21,富邦悍將,2017,中華民國,右打,右投,游擊手,14,23,8,12,3,1,0,0.87
石翔宇72,22,富邦悍將,2018,中華民國,右打,右投,游擊手,13,38,17,18,3,7,0,0.9209999999999999
石翔宇72,22,富邦悍將,2018,中華民國,右打,右投,二壘手,1,0,0,0,0,0,0,0.0
石翔宇72,23,富邦悍將,2019,中華民國,右打,右投,游擊手,11,34,7,27,0,3,0,1.0
石翔宇72,23,富邦悍將,2019,中華民國,右打,右投,三壘手,2,7,2,5,0,1,0,1.0
石翔宇72,23,富邦悍將,2019,中華民國,右打,右投,二壘手,1,1,0,0,1,0,0,0.0
石翔宇72,24,富邦悍將,2020,中華民國,右打,右投,三壘手,3,3,1,2,0,0,0,1.0
石翔宇72,24,富邦悍將,2020,中華民國,右打,右投,二壘手,2,8,3,5,0,1,0,1.0
石翔宇72,25,味全龍,2021,中華民國,右打,右投,游擊手,11,53,23,28,2,8,0,0.9620000000000001
石翔宇72,25,味全龍,2021,中華民國,右打,右投,三壘手,9,14,4,10,0,1,0,1.0
石翔宇72,25,味全龍,2021,中華民國,右打,右投,二壘手,5,23,4,19,0,4,0,1.0
石翔宇72,25,味全龍,2021,中華民國,右打,右投,一壘手,2,2,2,0,0,1,0,1.0
石金受26,26,中信,2000,中華民國,右打,右投,捕手,47,220,191,24,5,3,0,0.977
石金受26,27,中信,2001,中華民國,右打,右投,捕手,41,174,160,10,4,1,0,0.977
石金受26,28,中信,2002,中華民國,右打,右投,捕手,48,279,252,23,4,2,0,0.986
石金受26,29,中信,2003,中華民國,右打,右投,捕手,90,618,560,51,7,8,0,0.9890000000000001
石金受26,30,中信,2004,中華民國,右打,右投,捕手,76,561,502,52,7,1,0,0.988
石金受26,31,中信,2005,中華民國,右打,右投,捕手,89,500,453,46,1,4,0,0.998
石金受26,32,中信,2006,中華民國,右打,右投,捕手,53,297,279,15,3,1,0,0.99
石金受26,33,中信,2007,中華民國,右打,右投,捕手,41,168,159,5,4,0,0,0.976
石金受26,34,中信,2008,中華民國,右打,右投,捕手,7,24,22,2,0,0,0,1.0
祈美力0,30,兄弟,1997,美國,右打,右投,游擊手,69,319,90,206,23,45,0,0.9279999999999999
祈美力0,30,兄弟,1997,美國,右打,右投,二壘手,28,124,47,72,5,6,0,0.96
祕雷0,28,時報,1993,美國,右打,右投,三壘手,3,5,3,2,0,0,0,1.0
祕雷0,28,時報,1993,美國,右打,右投,外野手,1,0,0,0,0,0,0,0.0
神真水0,32,興農,1997,美國,左打,右投,捕手,58,383,336,38,9,5,0,0.977
神真水0,33,興農,1998,美國,左打,右投,捕手,13,17,16,1,0,0,0,1.0
立花義家0,35,俊國,1993,日本,左打,左投,一壘手,24,229,215,11,3,16,0,0.987
立花義家0,35,俊國,1993,日本,左打,左投,外野手,22,29,28,1,0,1,0,1.0
童琮輝3,26,三商,1994,中華民國,右打,右投,一壘手,41,446,416,24,6,29,0,0.987
童琮輝3,27,三商,1995,中華民國,右打,右投,一壘手,92,854,804,44,6,69,0,0.993
童琮輝3,27,三商,1995,中華民國,右打,右投,三壘手,15,31,11,18,2,4,1,0.935
童琮輝3,27,三商,1995,中華民國,右打,右投,二壘手,6,20,11,9,0,2,0,1.0
童琮輝3,28,三商,1996,中華民國,右打,右投,一壘手,83,839,792,41,6,59,0,0.993
童琮輝3,28,三商,1996,中華民國,右打,右投,二壘手,1,1,1,0,0,0,0,1.0
童琮輝3,29,三商,1997,中華民國,右打,右投,一壘手,86,911,851,53,7,70,0,0.992
童琮輝3,29,三商,1997,中華民國,右打,右投,外野手,3,5,5,0,0,0,0,1.0
童琮輝3,30,中信,1998,中華民國,右打,右投,三壘手,76,208,53,128,27,8,0,0.87
童琮輝3,30,中信,1998,中華民國,右打,右投,一壘手,48,334,310,20,4,30,0,0.988
童琮輝3,34,中信,2002,中華民國,右打,右投,一壘手,33,254,237,15,2,31,0,0.992
童琮輝3,35,中信,2003,中華民國,右打,右投,一壘手,62,419,387,26,6,40,0,0.986
童琮輝3,35,中信,2003,中華民國,右打,右投,外野手,1,0,0,0,0,0,0,0.0
童琮輝3,36,中信,2004,中華民國,右打,右投,一壘手,52,465,439,16,10,33,0,0.978
童琮輝3,37,中信,2005,中華民國,右打,右投,一壘手,22,138,135,3,0,12,0,1.0
笹川隆0,24,中信,2003,日本,右打,右投,捕手,7,33,30,2,1,0,0,0.97
簡富智53,24,兄弟,2010,中華民國,右打,右投,外野手,83,126,115,8,3,3,0,0.976
簡富智53,25,兄弟,2011,中華民國,右打,右投,外野手,23,14,12,0,2,0,0,0.857
簡富智53,26,兄弟,2012,中華民國,右打,右投,外野手,2,0,0,0,0,0,0,0.0
簡富智53,27,兄弟,2013,中華民國,右打,右投,外野手,67,102,100,1,1,0,0,0.99
簡富智53,28,中信兄弟,2014,中華民國,右打,右投,外野手,34,30,30,0,0,0,0,1.0
簡富智53,29,中信兄弟,2015,中華民國,右打,右投,外野手,13,13,12,1,0,0,0,1.0
米奇0,30,統一7-ELEVEn獅,1995,多明尼加,右打,右投,二壘手,11,49,17,30,2,6,0,0.9590000000000001
米奇0,30,統一7-ELEVEn獅,1995,多明尼加,右打,右投,外野手,9,17,17,0,0,0,0,1.0
米樂0,32,中信,2001,巴拿馬,右打,右投,游擊手,40,210,52,148,10,22,0,0.9520000000000001
米樂0,32,中信,2001,巴拿馬,右打,右投,三壘手,2,3,0,2,1,0,0,0.667
米西亞0,32,誠泰,2004,多明尼加,右打,右投,二壘手,13,49,24,24,1,6,0,0.98
紀俊麟2,21,中信,2001,中華民國,右打,右投,三壘手,35,75,19,51,5,2,0,0.9329999999999999
紀俊麟2,21,中信,2001,中華民國,右打,右投,外野手,2,5,4,1,0,0,0,1.0
紀俊麟2,22,中信,2002,中華民國,右打,右投,外野手,49,57,56,0,1,0,0,0.982
紀俊麟2,22,中信,2002,中華民國,右打,右投,三壘手,21,51,13,35,3,4,0,0.941
紀俊麟2,22,中信,2002,中華民國,右打,右投,二壘手,15,44,15,27,2,5,0,0.955
紀俊麟2,22,中信,2002,中華民國,右打,右投,游擊手,1,1,0,1,0,0,0,1.0
紀俊麟2,23,中信,2003,中華民國,右打,右投,外野手,114,153,141,7,5,2,0,0.9670000000000001
紀俊麟2,23,中信,2003,中華民國,右打,右投,游擊手,7,43,8,27,8,3,0,0.8140000000000001
紀俊麟2,23,中信,2003,中華民國,右打,右投,三壘手,5,8,1,7,0,2,0,1.0
紀俊麟2,23,中信,2003,中華民國,右打,右投,二壘手,2,7,3,3,1,0,0,0.857
紀俊麟2,24,中信,2004,中華民國,右打,右投,外野手,73,158,146,6,6,1,0,0.9620000000000001
紀俊麟2,24,中信,2004,中華民國,右打,右投,二壘手,26,119,54,56,9,15,0,0.924
紀俊麟2,25,中信,2005,中華民國,右打,右投,外野手,93,189,176,10,3,2,0,0.9840000000000001
紀俊麟2,25,中信,2005,中華民國,右打,右投,二壘手,2,2,1,1,0,0,0,1.0
紀俊麟2,26,中信,2006,中華民國,右打,右投,外野手,92,174,164,4,6,1,0,0.966
紀俊麟2,27,中信,2007,中華民國,右打,右投,外野手,70,156,152,2,2,0,0,0.987
紀品宏51,23,Lamigo,2014,中華民國,左打,右投,外野手,3,7,7,0,0,0,0,1.0
紀品宏51,24,Lamigo,2015,中華民國,左打,右投,外野手,3,8,8,0,0,0,0,1.0
紀品宏51,25,Lamigo,2016,中華民國,左打,右投,外野手,2,7,7,0,0,0,0,1.0
紀品宏51,26,Lamigo,2017,中華民國,左打,右投,外野手,7,5,5,0,0,0,0,1.0
紀榮家10,27,興農,2012,中華民國,右打,右投,三壘手,27,40,6,31,3,1,0,0.925
紀榮家10,27,興農,2012,中華民國,右打,右投,一壘手,3,10,10,0,0,1,0,1.0
約瑟0,31,兄弟,1998,波多黎各,左打,右投,游擊手,24,122,39,74,9,12,1,0.9259999999999999
納瓦0,36,誠泰,2004,委內瑞拉,右打,右投,三壘手,2,6,1,5,0,0,0,1.0
索沙0,29,中信,2004,多明尼加,右打,右投,三壘手,15,46,6,36,4,1,0,0.9129999999999999
索沙0,29,中信,2004,多明尼加,右打,右投,游擊手,4,14,2,11,1,1,0,0.929
羅世幸0,27,味全龍,1990,中華民國,右打,右投,二壘手,35,184,75,102,7,13,0,0.9620000000000001
羅世幸0,27,味全龍,1990,中華民國,右打,右投,三壘手,1,2,1,0,1,0,0,0.5
羅世幸0,28,味全龍,1991,中華民國,右打,右投,二壘手,72,385,163,214,8,28,0,0.9790000000000001
羅世幸0,28,味全龍,1991,中華民國,右打,右投,三壘手,2,3,0,3,0,0,0,1.0
羅世幸0,29,味全龍,1992,中華民國,右打,右投,二壘手,80,408,202,193,13,38,0,0.968
羅世幸0,29,味全龍,1992,中華民國,右打,右投,游擊手,1,3,1,2,0,0,0,1.0
羅世幸0,29,味全龍,1992,中華民國,右打,右投,投手,1,1,1,0,0,0,0,1.0
羅世幸0,30,味全龍,1993,中華民國,右打,右投,二壘手,80,391,146,230,15,39,0,0.9620000000000001
羅世幸0,30,味全龍,1993,中華民國,右打,右投,三壘手,2,2,0,2,0,0,0,1.0
羅世幸0,31,味全龍,1994,中華民國,右打,右投,二壘手,81,436,194,232,10,47,0,0.977
羅世幸0,32,味全龍,1995,中華民國,右打,右投,二壘手,93,546,256,269,21,56,0,0.9620000000000001
羅世幸0,33,味全龍,1996,中華民國,右打,右投,二壘手,80,415,162,237,16,44,0,0.961
羅世幸0,34,味全龍,1997,中華民國,右打,右投,二壘手,28,130,51,74,5,11,0,0.9620000000000001
羅倫0,28,統一7-ELEVEn獅,1999,多明尼加,右打,右投,外野手,75,72,67,2,3,0,0,0.958
羅倫0,28,統一7-ELEVEn獅,1999,多明尼加,右打,右投,一壘手,2,10,10,0,0,0,0,1.0
羅偉0,27,統一7-ELEVEn獅,1996,多明尼加,左右開弓,右投,三壘手,85,255,62,182,11,18,0,0.9570000000000001
羅偉0,27,統一7-ELEVEn獅,1996,多明尼加,左右開弓,右投,二壘手,46,127,59,65,3,20,0,0.976
羅偉0,27,統一7-ELEVEn獅,1996,多明尼加,左右開弓,右投,游擊手,1,0,0,0,0,0,0,0.0
羅偉0,28,統一7-ELEVEn獅,1997,多明尼加,左右開弓,右投,三壘手,71,213,61,144,8,15,0,0.9620000000000001
羅偉0,28,統一7-ELEVEn獅,1997,多明尼加,左右開弓,右投,二壘手,32,193,85,105,3,25,0,0.9840000000000001
羅克0,29,統一7-ELEVEn獅,1999,美國,右打,右投,三壘手,14,51,10,37,4,2,0,0.922
羅克0,29,統一7-ELEVEn獅,1999,美國,右打,右投,一壘手,1,7,6,1,0,1,0,1.0
羅克0,29,統一7-ELEVEn獅,1999,美國,右打,右投,投手,1,0,0,0,0,0,0,0.0
羅利0,27,三商,1993,多明尼加,右打,右投,游擊手,54,318,101,200,17,35,0,0.9470000000000001
羅國璋0,29,統一7-ELEVEn獅,1994,中華民國,右打,右投,游擊手,76,438,131,293,14,43,0,0.968
羅國璋0,29,統一7-ELEVEn獅,1994,中華民國,右打,右投,三壘手,1,1,1,0,0,0,0,1.0
羅國璋0,30,統一7-ELEVEn獅,1995,中華民國,右打,右投,游擊手,100,535,150,367,18,58,0,0.966
羅國璋0,31,統一7-ELEVEn獅,1996,中華民國,右打,右投,游擊手,99,526,169,334,23,66,0,0.956
羅國璋0,32,統一7-ELEVEn獅,1997,中華民國,右打,右投,游擊手,96,552,167,361,24,64,0,0.9570000000000001
羅國璋0,33,統一7-ELEVEn獅,1998,中華民國,右打,右投,游擊手,58,238,68,162,8,26,0,0.966
羅國璋0,33,統一7-ELEVEn獅,1998,中華民國,右打,右投,三壘手,46,102,24,76,2,6,0,0.98
羅國璋0,34,統一7-ELEVEn獅,1999,中華民國,右打,右投,游擊手,49,176,43,126,7,19,0,0.96
羅國璋0,34,統一7-ELEVEn獅,1999,中華民國,右打,右投,三壘手,40,109,13,95,1,5,0,0.991
羅國璋0,34,統一7-ELEVEn獅,1999,中華民國,右打,右投,二壘手,5,22,6,16,0,3,0,1.0
羅國璋0,35,統一7-ELEVEn獅,2000,中華民國,右打,右投,二壘手,38,188,90,95,3,24,0,0.9840000000000001
羅國璋0,35,統一7-ELEVEn獅,2000,中華民國,右打,右投,游擊手,22,109,21,83,5,9,0,0.9540000000000001
羅國璋0,35,統一7-ELEVEn獅,2000,中華民國,右打,右投,三壘手,15,41,8,31,2,3,0,0.951
羅國璋0,36,統一7-ELEVEn獅,2001,中華民國,右打,右投,二壘手,74,347,136,206,5,42,0,0.986
羅國璋0,36,統一7-ELEVEn獅,2001,中華民國,右打,右投,游擊手,5,16,2,14,0,0,0,1.0
羅國璋0,36,統一7-ELEVEn獅,2001,中華民國,右打,右投,三壘手,2,6,2,4,0,0,0,1.0
羅國璋0,37,統一7-ELEVEn獅,2002,中華民國,右打,右投,二壘手,61,266,104,157,5,33,0,0.981
羅國璋0,37,統一7-ELEVEn獅,2002,中華民國,右打,右投,游擊手,3,13,3,10,0,0,0,1.0
羅國璋0,37,統一7-ELEVEn獅,2002,中華民國,右打,右投,三壘手,1,0,0,0,0,0,0,0.0
羅國禎4,33,統一7-ELEVEn獅,2013,中華民國,右打,右投,外野手,1,1,1,0,0,0,0,1.0
羅國龍8,25,統一7-ELEVEn獅,2014,中華民國,右打,右投,外野手,46,113,103,6,4,2,0,0.965
羅國龍8,26,統一7-ELEVEn獅,2015,中華民國,右打,右投,外野手,96,271,258,11,2,4,0,0.993
羅國龍8,27,統一7-ELEVEn獅,2016,中華民國,右打,右投,外野手,109,259,247,10,2,1,0,0.992
羅國龍8,28,統一7-ELEVEn獅,2017,中華民國,右打,右投,外野手,49,103,100,2,1,1,0,0.99
羅國龍8,29,統一7-ELEVEn獅,2018,中華民國,右打,右投,外野手,63,157,142,11,4,1,0,0.975
羅國龍8,30,統一7-ELEVEn獅,2019,中華民國,右打,右投,外野手,39,88,81,3,4,0,0,0.955
羅國龍8,31,統一7-ELEVEn獅,2020,中華民國,右打,右投,外野手,14,20,18,0,2,0,0,0.9
羅國龍8,32,統一7-ELEVEn獅,2021,中華民國,右打,右投,外野手,3,3,3,0,0,0,0,1.0
羅培茲0,24,味全龍,1999,多明尼加,右打,右投,二壘手,6,12,5,5,2,1,0,0.833
羅培茲20,34,中信兄弟,2014,美國,左右開弓,右投,三壘手,7,17,4,11,2,2,0,0.882
羅少鈞61,27,Lamigo,2010,中華民國,右打,右投,一壘手,5,30,27,1,2,3,0,0.9329999999999999
羅少鈞61,27,Lamigo,2010,中華民國,右打,右投,二壘手,5,9,5,3,1,2,0,0.889
羅尼0,30,興農,1999,波多黎各,左打,左投,外野手,19,16,15,0,1,0,0,0.938
羅尼0,30,興農,1999,波多黎各,左打,左投,一壘手,3,23,21,2,0,0,0,1.0
羅強0,31,俊國,1995,美國,左打,右投,外野手,39,59,56,1,2,0,0,0.966
羅強0,32,興農,1996,美國,左打,右投,外野手,4,8,8,0,0,0,0,1.0
羅得0,31,統一7-ELEVEn獅,1997,美國,左打,右投,外野手,84,93,80,5,8,2,0,0.914
羅得0,31,統一7-ELEVEn獅,1997,美國,左打,右投,一壘手,6,55,52,0,3,3,0,0.945
羅德里茲21,29,Lamigo,2005,美國,右打,右投,三壘手,76,204,39,152,13,17,0,0.9359999999999999
羅敏卿9,24,統一7-ELEVEn獅,1990,中華民國,左打,左投,一壘手,3,22,21,0,1,2,0,0.955
羅敏卿9,25,統一7-ELEVEn獅,1991,中華民國,左打,左投,一壘手,4,19,17,1,1,2,0,0.9470000000000001
羅敏卿9,26,統一7-ELEVEn獅,1992,中華民國,左打,左投,一壘手,5,39,36,2,1,3,0,0.9740000000000001
羅敏卿9,28,統一7-ELEVEn獅,1994,中華民國,左打,左投,一壘手,4,37,32,4,1,1,0,0.973
羅敏卿9,29,統一7-ELEVEn獅,1995,中華民國,左打,左投,一壘手,2,18,17,1,0,1,0,1.0
羅敏卿9,30,統一7-ELEVEn獅,1996,中華民國,左打,左投,一壘手,3,31,26,4,1,4,0,0.968
羅敏卿9,31,統一7-ELEVEn獅,1997,中華民國,左打,左投,一壘手,1,7,7,0,0,1,0,1.0
羅敏卿9,37,統一7-ELEVEn獅,2003,中華民國,左打,左投,外野手,1,0,0,0,0,0,0,0.0
羅暐捷46,19,統一7-ELEVEn獅,2020,中華民國,左打,右投,捕手,1,1,1,0,0,0,0,1.0
羅曼0,26,統一7-ELEVEn獅,1990,多明尼加,右打,右投,外野手,82,237,218,9,10,2,0,0.958
羅曼0,26,統一7-ELEVEn獅,1990,多明尼加,右打,右投,三壘手,3,6,2,1,3,0,0,0.5
羅曼0,27,統一7-ELEVEn獅,1991,多明尼加,右打,右投,外野手,66,137,125,6,6,2,0,0.956
羅曼0,28,統一7-ELEVEn獅,1992,多明尼加,右打,右投,外野手,39,78,75,0,3,0,0,0.9620000000000001
羅松永52,25,興農,1999,中華民國,右打,右投,外野手,59,104,100,2,2,0,0,0.981
羅松永52,25,興農,1999,中華民國,右打,右投,一壘手,1,2,1,1,0,0,0,1.0
羅松永52,26,興農,2000,中華民國,右打,右投,外野手,65,95,88,0,7,0,0,0.9259999999999999
羅松永52,27,興農,2001,中華民國,右打,右投,外野手,78,119,113,3,3,0,0,0.975
羅松永52,28,興農,2002,中華民國,右打,右投,外野手,85,110,106,1,3,1,0,0.973
羅松永52,29,興農,2003,中華民國,右打,右投,外野手,83,76,70,3,3,1,0,0.961
羅松永52,30,興農,2004,中華民國,右打,右投,外野手,70,64,58,3,3,1,0,0.953
羅松永52,30,興農,2004,中華民國,右打,右投,捕手,1,1,1,0,0,0,0,1.0
羅松永52,31,興農,2005,中華民國,右打,右投,外野手,37,40,40,0,0,0,0,1.0
羅松永52,32,興農,2006,中華民國,右打,右投,外野手,12,7,7,0,0,0,0,1.0
羅漢0,28,統一7-ELEVEn獅,1997,多明尼加,左打,右投,二壘手,33,130,46,81,3,14,0,0.977
羅漢0,28,統一7-ELEVEn獅,1997,多明尼加,左打,右投,三壘手,4,8,2,4,2,0,0,0.75
羅漢0,28,統一7-ELEVEn獅,1997,多明尼加,左打,右投,外野手,1,1,1,0,0,0,0,1.0
羅維0,29,三商,1992,委內瑞拉,右打,右投,捕手,4,27,25,2,0,1,0,1.0
羅貝托0,29,味全龍,1999,多明尼加,右打,右投,外野手,5,5,4,0,1,0,0,0.8
美樂0,27,中信,2003,多明尼加,左打,右投,三壘手,19,44,8,34,2,0,0,0.955
翁克堯00,24,Lamigo,2012,中華民國,右打,右投,二壘手,2,10,2,7,1,1,0,0.9
翁克堯00,25,Lamigo,2013,中華民國,右打,右投,二壘手,2,8,1,5,2,1,0,0.75
翁克堯00,26,Lamigo,2014,中華民國,右打,右投,二壘手,20,76,30,46,0,7,0,1.0
翁克堯00,26,Lamigo,2014,中華民國,右打,右投,游擊手,1,0,0,0,0,0,0,0.0
翁克堯00,27,Lamigo,2015,中華民國,右打,右投,二壘手,4,7,2,5,0,1,0,1.0
翁克堯00,28,Lamigo,2016,中華民國,右打,右投,二壘手,15,66,26,38,2,8,0,0.97
翁再生22,24,誠泰,2006,中華民國,右打,右投,捕手,27,100,88,10,2,0,0,0.98
翁再生22,25,誠泰,2007,中華民國,右打,右投,捕手,72,278,252,24,2,3,0,0.993
翔鷹0,33,時報,1993,哥倫比亞,右打,右投,游擊手,24,131,38,85,8,15,0,0.9390000000000001
翔鷹0,33,時報,1993,哥倫比亞,右打,右投,三壘手,3,3,0,3,0,0,0,1.0
考菲24,30,誠泰,2007,荷蘭,左打,右投,三壘手,16,36,7,26,3,3,0,0.917
考菲24,30,誠泰,2007,荷蘭,左打,右投,一壘手,6,57,51,4,2,6,0,0.965
考菲24,30,誠泰,2007,荷蘭,左打,右投,游擊手,3,5,1,3,1,0,0,0.8
考菲24,31,米迪亞,2008,荷蘭,左打,右投,三壘手,1,6,1,2,3,0,0,0.5
耐克5,29,中信兄弟,2014,美國,左打,右投,二壘手,40,200,70,126,4,21,0,0.98
耐克5,30,中信兄弟,2015,美國,左打,右投,二壘手,46,203,81,116,6,30,0,0.97
耐克5,30,中信兄弟,2015,美國,左打,右投,一壘手,6,51,46,5,0,7,0,1.0
